"Population by Religion","Number"
"Bahai","20"
"Bon","0"
"Buddism","668"
"Christianity","151"
"Hindu","38392"
"Islam","2"
"Jainism","0"
"Kirat","16"
"Prakriti","1"
"Sikhism","0"
"Undefined","40"
"Total","39290"
