"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","882"
"Cow Dung","12"
"Electricity Fuel","1"
"KeroseneFuel","67"
"LP Gas","71"
"Not Sated about Fuel","47"
"OthersFuel","2"
"Wood/FireWood","6310"
"Total","7392"
