"Population by Caste Ethinicity","Number"
"Badi",""
"Female","181"
"Male","134"
"","315"
"Bangali",""
"Female","22"
"Male","18"
"","40"
"Brahman - Hill",""
"Female","2091"
"Male","1871"
"","3962"
"Chhetri",""
"Female","7248"
"Male","6420"
"","13668"
"Dalit Others",""
"Female","351"
"Male","313"
"","664"
"Damai/Dholi",""
"Female","1131"
"Male","912"
"","2043"
"Dhanuk",""
"Female","7"
"Male","8"
"","15"
"Foreigner",""
"Female","9"
"Male","10"
"","19"
"Gharti/Bhujel",""
"Female","5"
"Male","7"
"","12"
"Gurung",""
"Female","378"
"Male","314"
"","692"
"Kami",""
"Female","4836"
"Male","4139"
"","8975"
"Kumal",""
"Female","73"
"Male","61"
"","134"
"Limbu",""
"Female","30"
"Male","28"
"","58"
"Lohar",""
"Female","285"
"Male","271"
"","556"
"Magar",""
"Female","1909"
"Male","1581"
"","3490"
"Newar",""
"Female","78"
"Male","58"
"","136"
"Others",""
"Female","31"
"Male","25"
"","56"
"Rai",""
"Female","22"
"Male","16"
"","38"
"Sanyasi/Dasnami",""
"Female","424"
"Male","313"
"","737"
"Sarki",""
"Female","403"
"Male","310"
"","713"
"Sunuwar",""
"Female","6"
"Male","5"
"","11"
"Tamang",""
"Female","11"
"Male","7"
"","18"
"Terai Others",""
"Female","24"
"Male","22"
"","46"
"Thakuri",""
"Female","1544"
"Male","1266"
"","2810"
"Thami",""
"Female","17"
"Male","15"
"","32"
"Tharu",""
"Female","7"
"Male","6"
"","13"
