"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","794"
"Cow Dung","2929"
"Electricity Fuel","29"
"KeroseneFuel","430"
"LP Gas","17761"
"Not Sated about Fuel","235"
"OthersFuel","103"
"Wood/FireWood","11513"
"Total","33794"
