"Population by Mother tongue","Number"
"Bahing",""
"Female","78"
"Male","73"
"","151"
"Bajjika",""
"Female","0"
"Male","12"
"","12"
"Bangla",""
"Female","94"
"Male","154"
"","248"
"Bantawa",""
"Female","705"
"Male","593"
"","1298"
"Bhojpuri",""
"Female","356"
"Male","433"
"","789"
"Bhujel",""
"Female","103"
"Male","77"
"","180"
"Chamling",""
"Female","624"
"Male","555"
"","1179"
"Danuwar",""
"Female","279"
"Male","235"
"","514"
"Dhimal",""
"Female","53"
"Male","49"
"","102"
"Doteli",""
"Female","14"
"Male","13"
"","27"
"Dumi",""
"Female","146"
"Male","132"
"","278"
"Dungmali",""
"Female","15"
"Male","10"
"","25"
"English",""
"Female","5"
"Male","7"
"","12"
"Gurung",""
"Female","651"
"Male","467"
"","1118"
"Hindi",""
"Female","348"
"Male","452"
"","800"
"Khaling",""
"Female","16"
"Male","18"
"","34"
"Koyee",""
"Female","11"
"Male","16"
"","27"
"Kulung",""
"Female","68"
"Male","57"
"","125"
"Limbu",""
"Female","1733"
"Male","1453"
"","3186"
"Lohorung",""
"Female","60"
"Male","39"
"","99"
"Magahi",""
"Female","8"
"Male","9"
"","17"
"Magar",""
"Female","1007"
"Male","859"
"","1866"
"Maithili",""
"Female","5532"
"Male","6251"
"","11783"
"Majhi",""
"Female","92"
"Male","87"
"","179"
"Mewahang",""
"Female","10"
"Male","8"
"","18"
"Nachhiring",""
"Female","55"
"Male","55"
"","110"
"Nepali",""
"Female","39087"
"Male","34304"
"","73391"
"Newar",""
"Female","1290"
"Male","1087"
"","2377"
"Not Reported",""
"Female","295"
"Male","269"
"","564"
"Oriya",""
"Female","10"
"Male","18"
"","28"
"Others",""
"Female","268"
"Male","201"
"","469"
"Puma",""
"Female","8"
"Male","12"
"","20"
"Rai",""
"Female","2639"
"Male","2138"
"","4777"
"Rajbanshi",""
"Female","123"
"Male","129"
"","252"
"Rajsthani",""
"Female","149"
"Male","186"
"","335"
"Sampang",""
"Female","434"
"Male","331"
"","765"
"Santhali",""
"Female","18"
"Male","15"
"","33"
"Sherpa",""
"Female","68"
"Male","59"
"","127"
"Sunuwar",""
"Female","69"
"Male","75"
"","144"
"Tamang",""
"Female","1672"
"Male","1349"
"","3021"
"Tharu",""
"Female","13801"
"Male","12352"
"","26153"
"Thulung",""
"Female","170"
"Male","153"
"","323"
"Uranw/Urau",""
"Female","17"
"Male","28"
"","45"
"Urdu",""
"Female","1634"
"Male","1636"
"","3270"
"Wambule",""
"Female","45"
"Male","35"
"","80"
"Yakkha",""
"Female","82"
"Male","63"
"","145"
"Yamphu/Yamphe",""
"Female","9"
"Male","12"
"","21"
