"Population by Religion","Number"
"Bahai","6"
"Bon","18"
"Buddism","7230"
"Christianity","2280"
"Hindu","114682"
"Islam","4595"
"Jainism","9"
"Kirat","9566"
"Prakriti","4184"
"Sikhism","0"
"Undefined","1216"
"Total","143786"
