"Population by Five Years Age Group","Number"
"0-4",""
"Female","945"
"Male","978"
"10-14",""
"Female","1310"
"Male","1424"
"15-19",""
"Female","1290"
"Male","1143"
"20-24",""
"Female","894"
"Male","668"
"25-29",""
"Female","634"
"Male","471"
"30-34",""
"Female","563"
"Male","374"
"35-39",""
"Female","538"
"Male","450"
"40-44",""
"Female","596"
"Male","479"
"45-49",""
"Female","529"
"Male","446"
"50-54",""
"Female","433"
"Male","459"
"55-59",""
"Female","355"
"Male","346"
"5-9",""
"Female","1130"
"Male","1170"
"60-64",""
"Female","348"
"Male","350"
"65-69",""
"Female","250"
"Male","240"
"70-74",""
"Female","198"
"Male","234"
"75+",""
"Female","228"
"Male","218"
