"Population by Mother tongue","Number"
"Bhujel",""
"Female","3"
"Male","8"
"Chamling",""
"Female","5"
"Male","6"
"Gurung",""
"Female","14"
"Male","8"
"Khaling",""
"Female","29"
"Male","24"
"Maithili",""
"Female","21"
"Male","38"
"Nachhiring",""
"Female","10"
"Male","11"
"Nepali",""
"Female","4516"
"Male","4008"
"Newar",""
"Female","39"
"Male","32"
"Not Reported",""
"Female","50"
"Male","37"
"Others",""
"Female","21"
"Male","20"
"Rai",""
"Female","29"
"Male","15"
"Sherpa",""
"Female","160"
"Male","162"
"Sunuwar",""
"Female","52"
"Male","42"
"Tamang",""
"Female","1676"
"Male","1598"
"Thulung",""
"Female","3616"
"Male","3422"
