"Population by Religion","Number"
"Bahai","3"
"Bon","0"
"Buddism","127"
"Christianity","66"
"Hindu","21636"
"Islam","64"
"Jainism","0"
"Kirat","4"
"Prakriti","6"
"Sikhism","0"
"Undefined","1"
"Total","21907"
