"Population by Single Year of Age","Number"
"0",""
"Female","375"
"Male","352"
"1",""
"Female","255"
"Male","216"
"10",""
"Female","721"
"Male","857"
"11",""
"Female","243"
"Male","228"
"12",""
"Female","549"
"Male","584"
"13",""
"Female","277"
"Male","273"
"14",""
"Female","354"
"Male","358"
"15",""
"Female","317"
"Male","372"
"16",""
"Female","346"
"Male","356"
"17",""
"Female","158"
"Male","236"
"18",""
"Female","305"
"Male","451"
"19",""
"Female","103"
"Male","118"
"2",""
"Female","423"
"Male","429"
"20",""
"Female","372"
"Male","425"
"21",""
"Female","105"
"Male","112"
"22",""
"Female","324"
"Male","282"
"23",""
"Female","215"
"Male","135"
"24",""
"Female","176"
"Male","119"
"25",""
"Female","368"
"Male","565"
"26",""
"Female","151"
"Male","153"
"27",""
"Female","107"
"Male","128"
"28",""
"Female","401"
"Male","271"
"29",""
"Female","71"
"Male","67"
"3",""
"Female","453"
"Male","426"
"30",""
"Female","497"
"Male","595"
"31",""
"Female","37"
"Male","60"
"32",""
"Female","309"
"Male","214"
"33",""
"Female","189"
"Male","78"
"34",""
"Female","108"
"Male","98"
"35",""
"Female","442"
"Male","678"
"36",""
"Female","98"
"Male","89"
"37",""
"Female","66"
"Male","62"
"38",""
"Female","315"
"Male","175"
"39",""
"Female","44"
"Male","43"
"4",""
"Female","528"
"Male","525"
"40",""
"Female","414"
"Male","624"
"41",""
"Female","29"
"Male","39"
"42",""
"Female","154"
"Male","119"
"43",""
"Female","103"
"Male","40"
"44",""
"Female","48"
"Male","37"
"45",""
"Female","274"
"Male","488"
"46",""
"Female","40"
"Male","57"
"47",""
"Female","37"
"Male","41"
"48",""
"Female","157"
"Male","81"
"49",""
"Female","27"
"Male","22"
"5",""
"Female","550"
"Male","583"
"50",""
"Female","255"
"Male","387"
"51",""
"Female","13"
"Male","20"
"52",""
"Female","59"
"Male","50"
"53",""
"Female","62"
"Male","19"
"54",""
"Female","16"
"Male","22"
"55",""
"Female","269"
"Male","283"
"56",""
"Female","24"
"Male","24"
"57",""
"Female","26"
"Male","25"
"58",""
"Female","121"
"Male","50"
"59",""
"Female","22"
"Male","18"
"6",""
"Female","554"
"Male","512"
"60",""
"Female","290"
"Male","364"
"61",""
"Female","14"
"Male","18"
"62",""
"Female","81"
"Male","51"
"63",""
"Female","47"
"Male","14"
"64",""
"Female","31"
"Male","18"
"65",""
"Female","234"
"Male","297"
"66",""
"Female","31"
"Male","28"
"67",""
"Female","24"
"Male","23"
"68",""
"Female","57"
"Male","77"
"69",""
"Female","15"
"Male","6"
"7",""
"Female","433"
"Male","444"
"70",""
"Female","163"
"Male","220"
"71",""
"Female","8"
"Male","11"
"72",""
"Female","27"
"Male","42"
"73",""
"Female","10"
"Male","13"
"74",""
"Female","9"
"Male","8"
"75",""
"Female","86"
"Male","84"
"76",""
"Female","3"
"Male","4"
"77",""
"Female","6"
"Male","8"
"78",""
"Female","10"
"Male","2"
"79",""
"Female","4"
"Male","1"
"8",""
"Female","708"
"Male","699"
"80",""
"Female","44"
"Male","34"
"81",""
"Female","6"
"Male","2"
"82",""
"Female","2"
"Male","2"
"83",""
"Female","2"
"Male","0"
"84",""
"Female","1"
"Male","2"
"85",""
"Female","27"
"Male","30"
"9",""
"Female","263"
"Male","278"
