"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","32"
"Cow Dung","2903"
"Electricity","0"
"Kerosene","156"
"LP Gas","34"
"Not stated","146"
"Others","189"
"Wood/Firewood","4442"
"Total","7902"
