"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","106"
"Cow Dung","3558"
"Electricity","0"
"Kerosene","94"
"LP Gas","158"
"Not stated","66"
"Others","9"
"Wood/Firewood","3294"
"Total","7285"
