"Population by Five Years Age Group","Number"
"0-4",""
"Female","2604"
"Male","2722"
"10-14",""
"Female","3287"
"Male","3519"
"15-19",""
"Female","2596"
"Male","2830"
"20-24",""
"Female","2093"
"Male","1813"
"25-29",""
"Female","1969"
"Male","1600"
"30-34",""
"Female","1562"
"Male","1284"
"35-39",""
"Female","1251"
"Male","1154"
"40-44",""
"Female","1122"
"Male","1056"
"45-49",""
"Female","867"
"Male","922"
"50-54",""
"Female","764"
"Male","775"
"55-59",""
"Female","667"
"Male","720"
"5-9",""
"Female","3265"
"Male","3376"
"60-64",""
"Female","712"
"Male","671"
"65-69",""
"Female","434"
"Male","587"
"70-74",""
"Female","342"
"Male","382"
"75+",""
"Female","300"
"Male","378"
