"Population by Single Year of Age","Number"
"0",""
"Female","402"
"Male","460"
"1",""
"Female","458"
"Male","423"
"10",""
"Female","976"
"Male","974"
"11",""
"Female","396"
"Male","415"
"12",""
"Female","796"
"Male","902"
"13",""
"Female","535"
"Male","543"
"14",""
"Female","584"
"Male","685"
"15",""
"Female","589"
"Male","625"
"16",""
"Female","665"
"Male","690"
"17",""
"Female","410"
"Male","513"
"18",""
"Female","664"
"Male","691"
"19",""
"Female","268"
"Male","311"
"2",""
"Female","564"
"Male","582"
"20",""
"Female","669"
"Male","602"
"21",""
"Female","231"
"Male","251"
"22",""
"Female","466"
"Male","433"
"23",""
"Female","336"
"Male","250"
"24",""
"Female","391"
"Male","277"
"25",""
"Female","584"
"Male","561"
"26",""
"Female","344"
"Male","284"
"27",""
"Female","271"
"Male","227"
"28",""
"Female","610"
"Male","385"
"29",""
"Female","160"
"Male","143"
"3",""
"Female","576"
"Male","600"
"30",""
"Female","651"
"Male","633"
"31",""
"Female","110"
"Male","96"
"32",""
"Female","336"
"Male","327"
"33",""
"Female","269"
"Male","121"
"34",""
"Female","196"
"Male","107"
"35",""
"Female","452"
"Male","588"
"36",""
"Female","185"
"Male","171"
"37",""
"Female","100"
"Male","91"
"38",""
"Female","407"
"Male","210"
"39",""
"Female","107"
"Male","94"
"4",""
"Female","604"
"Male","657"
"40",""
"Female","544"
"Male","585"
"41",""
"Female","51"
"Male","66"
"42",""
"Female","189"
"Male","228"
"43",""
"Female","183"
"Male","84"
"44",""
"Female","155"
"Male","93"
"45",""
"Female","348"
"Male","526"
"46",""
"Female","134"
"Male","100"
"47",""
"Female","72"
"Male","75"
"48",""
"Female","257"
"Male","186"
"49",""
"Female","56"
"Male","35"
"5",""
"Female","745"
"Male","740"
"50",""
"Female","377"
"Male","472"
"51",""
"Female","40"
"Male","55"
"52",""
"Female","122"
"Male","130"
"53",""
"Female","132"
"Male","60"
"54",""
"Female","93"
"Male","58"
"55",""
"Female","273"
"Male","385"
"56",""
"Female","94"
"Male","107"
"57",""
"Female","59"
"Male","58"
"58",""
"Female","184"
"Male","134"
"59",""
"Female","57"
"Male","36"
"6",""
"Female","659"
"Male","652"
"60",""
"Female","402"
"Male","432"
"61",""
"Female","38"
"Male","44"
"62",""
"Female","104"
"Male","102"
"63",""
"Female","93"
"Male","52"
"64",""
"Female","75"
"Male","41"
"65",""
"Female","256"
"Male","365"
"66",""
"Female","34"
"Male","49"
"67",""
"Female","31"
"Male","38"
"68",""
"Female","91"
"Male","105"
"69",""
"Female","22"
"Male","30"
"7",""
"Female","597"
"Male","618"
"70",""
"Female","237"
"Male","259"
"71",""
"Female","9"
"Male","21"
"72",""
"Female","42"
"Male","52"
"73",""
"Female","41"
"Male","29"
"74",""
"Female","13"
"Male","21"
"75",""
"Female","120"
"Male","152"
"76",""
"Female","10"
"Male","17"
"77",""
"Female","13"
"Male","18"
"78",""
"Female","20"
"Male","23"
"79",""
"Female","3"
"Male","12"
"8",""
"Female","842"
"Male","930"
"80",""
"Female","51"
"Male","88"
"81",""
"Female","4"
"Male","3"
"82",""
"Female","4"
"Male","6"
"83",""
"Female","4"
"Male","4"
"84",""
"Female","10"
"Male","6"
"85",""
"Female","61"
"Male","49"
"9",""
"Female","422"
"Male","436"
