"Number of households by type of outer wall","Number"
"BambooWall","778"
"Cement Bonded Bricks/Stone Wall","2192"
"Mud Bonded Bricks/Stone Wall","2681"
"Not stated","72"
"Others","1213"
"Unbaked Bricks","290"
"Wood/Planks","59"
"Total","7285"
