"Population by Mother tongue","Number"
"Avadhi",""
"Female","7238"
"Male","7287"
"Bhojpuri",""
"Female","10670"
"Male","10980"
"Doteli",""
"Female","55"
"Male","46"
"Gurung",""
"Female","8"
"Male","3"
"Magar",""
"Female","66"
"Male","68"
"Maithili",""
"Female","950"
"Male","973"
"Nepali",""
"Female","2982"
"Male","2648"
"Newar",""
"Female","84"
"Male","95"
"Not Reported",""
"Female","10"
"Male","13"
"Others",""
"Female","15"
"Male","11"
"Rai",""
"Female","18"
"Male","16"
"Sherpa",""
"Female","13"
"Male","14"
"Tamang",""
"Female","5"
"Male","6"
"Tharu",""
"Female","432"
"Male","371"
"Urdu",""
"Female","1289"
"Male","1199"
