"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","201"
"Christianity","52"
"Hindu","21584"
"Islam","16"
"Jainism","0"
"Kirat","0"
"Prakriti","18"
"Sikhism","0"
"Undefined","10"
"Total","21881"
