"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","2082"
"Male","1911"
"","3993"
"Byasi/Sauka",""
"Female","96"
"Male","69"
"","165"
"Chhetri",""
"Female","6752"
"Male","6196"
"","12948"
"Dalit Others",""
"Female","963"
"Male","855"
"","1818"
"Damai/Dholi",""
"Female","148"
"Male","129"
"","277"
"Foreigner",""
"Female","32"
"Male","34"
"","66"
"Kami",""
"Female","117"
"Male","116"
"","233"
"Lohar",""
"Female","145"
"Male","152"
"","297"
"Magar",""
"Female","31"
"Male","34"
"","65"
"Musalman",""
"Female","3"
"Male","13"
"","16"
"Newar",""
"Female","8"
"Male","9"
"","17"
"Others",""
"Female","27"
"Male","39"
"","66"
"Sanyasi/Dasnami",""
"Female","5"
"Male","12"
"","17"
"Tamang",""
"Female","16"
"Male","13"
"","29"
"Thakuri",""
"Female","631"
"Male","561"
"","1192"
"Thami",""
"Female","6"
"Male","8"
"","14"
"Tharu",""
"Female","7"
"Male","11"
"","18"
