"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","35"
"Cow Dung","0"
"Electricity Fuel","2"
"KeroseneFuel","530"
"LP Gas","780"
"Not Sated about Fuel","11"
"OthersFuel","58"
"Wood/FireWood","3110"
"Total","4526"
