"Population by Religion","Number"
"Bahai","3"
"Bon","2"
"Buddism","5311"
"Christianity","1906"
"Hindu","39427"
"Islam","181"
"Jainism","0"
"Kirat","12280"
"Prakriti","1838"
"Sikhism","0"
"Undefined","184"
"Total","61132"
