"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","820"
"Cow Dung","591"
"Electricity Fuel","9"
"KeroseneFuel","88"
"LP Gas","2319"
"Not Sated about Fuel","59"
"OthersFuel","24"
"Wood/FireWood","10046"
"Total","13956"
