"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","63"
"Cow Dung","7"
"Electricity","2"
"Kerosene","9"
"LP Gas","24"
"Not stated","50"
"Others","3"
"Wood/Firewood","6188"
"Total","6346"
