"Population by Caste Ethinicity","Number"
"Badi",""
"Female","21"
"Male","19"
"","40"
"Brahman - Hill",""
"Female","2979"
"Male","2510"
"","5489"
"Chhetri",""
"Female","3177"
"Male","2571"
"","5748"
"Dalit Others",""
"Female","122"
"Male","121"
"","243"
"Damai/Dholi",""
"Female","44"
"Male","56"
"","100"
"Kami",""
"Female","378"
"Male","337"
"","715"
"Lohar",""
"Female","77"
"Male","71"
"","148"
"Others",""
"Female","15"
"Male","6"
"","21"
"Raute",""
"Female","6"
"Male","12"
"","18"
"Sanyasi/Dasnami",""
"Female","711"
"Male","523"
"","1234"
"Sarki",""
"Female","395"
"Male","381"
"","776"
"Thakuri",""
"Female","159"
"Male","147"
"","306"
