"Population by Mother tongue","Number"
"Bahing",""
"Female","7"
"Male","6"
"","13"
"Bantawa",""
"Female","11"
"Male","6"
"","17"
"Bhojpuri",""
"Female","77"
"Male","161"
"","238"
"Chamling",""
"Female","8"
"Male","8"
"","16"
"Chhantyal",""
"Female","39"
"Male","30"
"","69"
"Danuwar",""
"Female","9"
"Male","11"
"","20"
"Doteli",""
"Female","9"
"Male","16"
"","25"
"Dura",""
"Female","8"
"Male","4"
"","12"
"English",""
"Female","13"
"Male","23"
"","36"
"Ghale",""
"Female","26"
"Male","25"
"","51"
"Gurung",""
"Female","482"
"Male","497"
"","979"
"Hindi",""
"Female","19"
"Male","48"
"","67"
"Kham",""
"Female","39"
"Male","34"
"","73"
"Limbu",""
"Female","51"
"Male","67"
"","118"
"Lohorung",""
"Female","8"
"Male","8"
"","16"
"Magar",""
"Female","426"
"Male","466"
"","892"
"Maithili",""
"Female","93"
"Male","175"
"","268"
"Majhi",""
"Female","8"
"Male","19"
"","27"
"Nepali",""
"Female","29247"
"Male","30027"
"","59274"
"Newar",""
"Female","4705"
"Male","4629"
"","9334"
"Not Reported",""
"Female","5"
"Male","8"
"","13"
"Others",""
"Female","54"
"Male","78"
"","132"
"Rai",""
"Female","238"
"Male","285"
"","523"
"Sampang",""
"Female","9"
"Male","5"
"","14"
"Sherpa",""
"Female","126"
"Male","122"
"","248"
"Sign Language",""
"Female","5"
"Male","6"
"","11"
"Sunuwar",""
"Female","11"
"Male","12"
"","23"
"Tamang",""
"Female","4231"
"Male","4460"
"","8691"
"Tharu",""
"Female","78"
"Male","107"
"","185"
"Urdu",""
"Female","25"
"Male","33"
"","58"
