"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","14"
"Cow Dung","4"
"Electricity Fuel","11"
"KeroseneFuel","286"
"LP Gas","15672"
"Not Sated about Fuel","125"
"OthersFuel","18"
"Wood/FireWood","4028"
"Total","20158"
