"Number of households by type of outer wall","Number"
"BambooWall","6017"
"Cement Bonded Bricks/Stone Wall","907"
"Mud Bonded Bricks/Stone Wall","68"
"Not stated","36"
"Others","119"
"Unbaked Bricks","5"
"Wood/Planks","1531"
"Total","8683"
