"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1631"
"Cow Dung","808"
"Electricity Fuel","7"
"KeroseneFuel","168"
"LP Gas","10877"
"Not Sated about Fuel","91"
"OthersFuel","94"
"Wood/FireWood","8281"
"Total","21957"
