"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","31"
"Male","97"
"","128"
"Chhantyal",""
"Female","44"
"Male","32"
"","76"
"Gurung",""
"Female","16"
"Male","21"
"","37"
"Hindi",""
"Female","22"
"Male","37"
"","59"
"Magar",""
"Female","1135"
"Male","938"
"","2073"
"Maithili",""
"Female","7"
"Male","27"
"","34"
"Nepali",""
"Female","30341"
"Male","23771"
"","54112"
"Newar",""
"Female","597"
"Male","528"
"","1125"
"Others",""
"Female","29"
"Male","23"
"","52"
"Rai",""
"Female","7"
"Male","10"
"","17"
"Tamang",""
"Female","33"
"Male","36"
"","69"
"Thakali",""
"Female","7"
"Male","4"
"","11"
"Tharu",""
"Female","6"
"Male","24"
"","30"
