"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","63"
"Cow Dung","4"
"Electricity Fuel","1"
"KeroseneFuel","69"
"LP Gas","5292"
"Not Sated about Fuel","36"
"OthersFuel","7"
"Wood/FireWood","9710"
"Total","15182"
