"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","763"
"Cow Dung","1139"
"Electricity Fuel","31"
"KeroseneFuel","126"
"LP Gas","1366"
"Not Sated about Fuel","67"
"OthersFuel","11"
"Wood/FireWood","14049"
"Total","17552"
