"Population by Religion","Number"
"Bahai","4"
"Bon","3"
"Buddism","4893"
"Christianity","944"
"Hindu","59056"
"Islam","1752"
"Jainism","4"
"Kirat","8080"
"Prakriti","2466"
"Sikhism","1"
"Undefined","401"
"Total","77604"
