"Population by Mother tongue","Number"
"Bahing",""
"Female","87"
"Male","67"
"","154"
"Bangla",""
"Female","684"
"Male","582"
"","1266"
"Bantawa",""
"Female","1424"
"Male","1181"
"","2605"
"Bhojpuri",""
"Female","100"
"Male","91"
"","191"
"Bhujel",""
"Female","65"
"Male","54"
"","119"
"Chamling",""
"Female","381"
"Male","321"
"","702"
"Danuwar",""
"Female","15"
"Male","26"
"","41"
"Dhimal",""
"Female","6"
"Male","5"
"","11"
"Doteli",""
"Female","10"
"Male","7"
"","17"
"Dumi",""
"Female","42"
"Male","34"
"","76"
"Gurung",""
"Female","139"
"Male","112"
"","251"
"Hindi",""
"Female","39"
"Male","50"
"","89"
"Khash",""
"Female","10"
"Male","12"
"","22"
"Koyee",""
"Female","13"
"Male","8"
"","21"
"Kulung",""
"Female","529"
"Male","502"
"","1031"
"Limbu",""
"Female","1186"
"Male","1014"
"","2200"
"Lohorung",""
"Female","25"
"Male","27"
"","52"
"Magahi",""
"Female","5"
"Male","6"
"","11"
"Magar",""
"Female","1087"
"Male","994"
"","2081"
"Maithili",""
"Female","6203"
"Male","5850"
"","12053"
"Majhi",""
"Female","648"
"Male","573"
"","1221"
"Malpande",""
"Female","6"
"Male","8"
"","14"
"Mewahang",""
"Female","8"
"Male","6"
"","14"
"Nachhiring",""
"Female","16"
"Male","13"
"","29"
"Nepali",""
"Female","21461"
"Male","17439"
"","38900"
"Newar",""
"Female","739"
"Male","652"
"","1391"
"Not Reported",""
"Female","96"
"Male","109"
"","205"
"Others",""
"Female","179"
"Male","147"
"","326"
"Puma",""
"Female","8"
"Male","10"
"","18"
"Rai",""
"Female","1248"
"Male","988"
"","2236"
"Sampang",""
"Female","53"
"Male","50"
"","103"
"Sanskrit",""
"Female","7"
"Male","6"
"","13"
"Sherpa",""
"Female","86"
"Male","80"
"","166"
"Sunuwar",""
"Female","135"
"Male","102"
"","237"
"Tamang",""
"Female","704"
"Male","582"
"","1286"
"Tharu",""
"Female","2365"
"Male","1995"
"","4360"
"Thulung",""
"Female","90"
"Male","81"
"","171"
"Uranw/Urau",""
"Female","1342"
"Male","1153"
"","2495"
"Urdu",""
"Female","481"
"Male","519"
"","1000"
"Wambule",""
"Female","12"
"Male","10"
"","22"
"Yakkha",""
"Female","76"
"Male","65"
"","141"
"Yamphu/Yamphe",""
"Female","36"
"Male","30"
"","66"
