"Population by Five Years Age Group","Number"
"0-4",""
"Female","1628"
"Male","1609"
"10-14",""
"Female","2129"
"Male","2101"
"15-19",""
"Female","1860"
"Male","1734"
"20-24",""
"Female","1728"
"Male","1307"
"25-29",""
"Female","1611"
"Male","1318"
"30-34",""
"Female","1424"
"Male","1157"
"35-39",""
"Female","1218"
"Male","1178"
"40-44",""
"Female","1020"
"Male","1008"
"45-49",""
"Female","802"
"Male","811"
"50-54",""
"Female","719"
"Male","740"
"55-59",""
"Female","562"
"Male","574"
"5-9",""
"Female","1959"
"Male","2073"
"60-64",""
"Female","520"
"Male","545"
"65-69",""
"Female","325"
"Male","371"
"70-74",""
"Female","229"
"Male","226"
"75+",""
"Female","187"
"Male","179"
