"Population by Five Years Age Group","Number"
"0-4",""
"Female","4192"
"Male","4411"
"10-14",""
"Female","6391"
"Male","6458"
"15-19",""
"Female","6297"
"Male","5823"
"20-24",""
"Female","6186"
"Male","4354"
"25-29",""
"Female","5731"
"Male","4283"
"30-34",""
"Female","4677"
"Male","3832"
"35-39",""
"Female","4304"
"Male","3650"
"40-44",""
"Female","3464"
"Male","3360"
"45-49",""
"Female","2940"
"Male","2789"
"50-54",""
"Female","2507"
"Male","2617"
"55-59",""
"Female","2019"
"Male","1949"
"5-9",""
"Female","5392"
"Male","5606"
"60-64",""
"Female","1699"
"Male","1750"
"65-69",""
"Female","1120"
"Male","1243"
"70-74",""
"Female","835"
"Male","915"
"75+",""
"Female","1095"
"Male","1108"
