"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","315"
"Male","317"
"Chhetri",""
"Female","1746"
"Male","1611"
"Damai/Dholi",""
"Female","121"
"Male","102"
"Gharti/Bhujel",""
"Female","24"
"Male","26"
"Gurung",""
"Female","284"
"Male","216"
"Jirel",""
"Female","85"
"Male","91"
"Kami",""
"Female","269"
"Male","239"
"Magar",""
"Female","48"
"Male","38"
"Newar",""
"Female","1842"
"Male","1541"
"Others",""
"Female","27"
"Male","20"
"Pahari",""
"Female","151"
"Male","126"
"Sarki",""
"Female","37"
"Male","33"
"Sherpa",""
"Female","43"
"Male","35"
"Tamang",""
"Female","185"
"Male","169"
"Thami",""
"Female","1805"
"Male","1651"
