"Population by Five Years Age Group","Number"
"0-4",""
"Female","541"
"Male","530"
"10-14",""
"Female","867"
"Male","793"
"15-19",""
"Female","860"
"Male","660"
"20-24",""
"Female","598"
"Male","433"
"25-29",""
"Female","470"
"Male","361"
"30-34",""
"Female","396"
"Male","312"
"35-39",""
"Female","356"
"Male","300"
"40-44",""
"Female","422"
"Male","345"
"45-49",""
"Female","378"
"Male","321"
"50-54",""
"Female","310"
"Male","339"
"55-59",""
"Female","261"
"Male","254"
"5-9",""
"Female","668"
"Male","705"
"60-64",""
"Female","261"
"Male","258"
"65-69",""
"Female","196"
"Male","217"
"70-74",""
"Female","179"
"Male","180"
"75+",""
"Female","219"
"Male","235"
