"Population by Five Years Age Group","Number"
"0-4",""
"Female","2033"
"Male","2100"
"10-14",""
"Female","3168"
"Male","3392"
"15-19",""
"Female","2971"
"Male","2835"
"20-24",""
"Female","2646"
"Male","1752"
"25-29",""
"Female","2495"
"Male","1443"
"30-34",""
"Female","1996"
"Male","1117"
"35-39",""
"Female","1799"
"Male","1066"
"40-44",""
"Female","1484"
"Male","964"
"45-49",""
"Female","1234"
"Male","903"
"50-54",""
"Female","1113"
"Male","903"
"55-59",""
"Female","915"
"Male","843"
"5-9",""
"Female","2693"
"Male","2802"
"60-64",""
"Female","879"
"Male","732"
"65-69",""
"Female","659"
"Male","569"
"70-74",""
"Female","477"
"Male","438"
"75+",""
"Female","624"
"Male","566"
