"Population by Single Year of Age","Number"
"0",""
"Female","405"
"Male","412"
"1",""
"Female","338"
"Male","420"
"10",""
"Female","637"
"Male","725"
"11",""
"Female","591"
"Male","602"
"12",""
"Female","690"
"Male","798"
"13",""
"Female","639"
"Male","593"
"14",""
"Female","611"
"Male","674"
"15",""
"Female","620"
"Male","679"
"16",""
"Female","569"
"Male","591"
"17",""
"Female","619"
"Male","576"
"18",""
"Female","643"
"Male","544"
"19",""
"Female","520"
"Male","445"
"2",""
"Female","438"
"Male","388"
"20",""
"Female","562"
"Male","436"
"21",""
"Female","507"
"Male","360"
"22",""
"Female","612"
"Male","349"
"23",""
"Female","456"
"Male","306"
"24",""
"Female","509"
"Male","301"
"25",""
"Female","628"
"Male","329"
"26",""
"Female","459"
"Male","294"
"27",""
"Female","516"
"Male","304"
"28",""
"Female","558"
"Male","312"
"29",""
"Female","334"
"Male","204"
"3",""
"Female","430"
"Male","430"
"30",""
"Female","661"
"Male","348"
"31",""
"Female","294"
"Male","167"
"32",""
"Female","417"
"Male","256"
"33",""
"Female","316"
"Male","156"
"34",""
"Female","308"
"Male","190"
"35",""
"Female","649"
"Male","310"
"36",""
"Female","344"
"Male","210"
"37",""
"Female","248"
"Male","166"
"38",""
"Female","348"
"Male","218"
"39",""
"Female","210"
"Male","162"
"4",""
"Female","422"
"Male","450"
"40",""
"Female","565"
"Male","345"
"41",""
"Female","207"
"Male","135"
"42",""
"Female","331"
"Male","181"
"43",""
"Female","196"
"Male","165"
"44",""
"Female","185"
"Male","138"
"45",""
"Female","423"
"Male","251"
"46",""
"Female","216"
"Male","140"
"47",""
"Female","191"
"Male","160"
"48",""
"Female","238"
"Male","193"
"49",""
"Female","166"
"Male","159"
"5",""
"Female","496"
"Male","578"
"50",""
"Female","432"
"Male","306"
"51",""
"Female","151"
"Male","156"
"52",""
"Female","213"
"Male","177"
"53",""
"Female","168"
"Male","129"
"54",""
"Female","149"
"Male","135"
"55",""
"Female","274"
"Male","226"
"56",""
"Female","190"
"Male","154"
"57",""
"Female","144"
"Male","143"
"58",""
"Female","164"
"Male","184"
"59",""
"Female","143"
"Male","136"
"6",""
"Female","500"
"Male","509"
"60",""
"Female","353"
"Male","254"
"61",""
"Female","149"
"Male","117"
"62",""
"Female","167"
"Male","150"
"63",""
"Female","111"
"Male","113"
"64",""
"Female","99"
"Male","98"
"65",""
"Female","241"
"Male","177"
"66",""
"Female","98"
"Male","84"
"67",""
"Female","127"
"Male","118"
"68",""
"Female","134"
"Male","116"
"69",""
"Female","59"
"Male","74"
"7",""
"Female","591"
"Male","585"
"70",""
"Female","236"
"Male","168"
"71",""
"Female","56"
"Male","58"
"72",""
"Female","89"
"Male","105"
"73",""
"Female","55"
"Male","62"
"74",""
"Female","41"
"Male","45"
"75",""
"Female","111"
"Male","88"
"76",""
"Female","37"
"Male","45"
"77",""
"Female","46"
"Male","47"
"78",""
"Female","61"
"Male","69"
"79",""
"Female","39"
"Male","31"
"8",""
"Female","573"
"Male","600"
"80",""
"Female","84"
"Male","51"
"81",""
"Female","27"
"Male","34"
"82",""
"Female","32"
"Male","40"
"83",""
"Female","37"
"Male","28"
"84",""
"Female","35"
"Male","26"
"85",""
"Female","115"
"Male","107"
"9",""
"Female","533"
"Male","530"
