"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1346"
"Cow Dung","8"
"Electricity","4"
"Kerosene","87"
"LP Gas","3895"
"Not stated","32"
"Others","10"
"Wood/Firewood","6803"
"Total","12185"
