"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","46"
"Male","136"
"Gurung",""
"Female","2906"
"Male","2141"
"Hindi",""
"Female","42"
"Male","74"
"Kham",""
"Female","93"
"Male","65"
"Kumal",""
"Female","111"
"Male","89"
"Lhopa",""
"Female","28"
"Male","28"
"Magar",""
"Female","2519"
"Male","1774"
"Maithili",""
"Female","9"
"Male","13"
"Nepali",""
"Female","20120"
"Male","15813"
"Newar",""
"Female","700"
"Male","591"
"Not Reported",""
"Female","91"
"Male","65"
"Others",""
"Female","21"
"Male","23"
"Rai",""
"Female","42"
"Male","67"
"Tamang",""
"Female","81"
"Male","74"
"Thakali",""
"Female","17"
"Male","11"
"Tharu",""
"Female","27"
"Male","47"
"Urdu",""
"Female","311"
"Male","281"
