"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","6"
"Cow Dung","2"
"Electricity Fuel","6"
"KeroseneFuel","24"
"LP Gas","691"
"Not Sated about Fuel","19"
"OthersFuel","40"
"Wood/FireWood","3990"
"Total","4778"
