"Population by Mother tongue","Number"
"Baitadeli",""
"Female","3"
"Male","17"
"","20"
"Bhojpuri",""
"Female","10"
"Male","10"
"","20"
"Doteli",""
"Female","10260"
"Male","8882"
"","19142"
"Hindi",""
"Female","11"
"Male","18"
"","29"
"Magar",""
"Female","69"
"Male","86"
"","155"
"Maithili",""
"Female","15"
"Male","30"
"","45"
"Nepali",""
"Female","826"
"Male","888"
"","1714"
"Newar",""
"Female","9"
"Male","11"
"","20"
"Others",""
"Female","17"
"Male","31"
"","48"
"Tharu",""
"Female","22"
"Male","30"
"","52"
