"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","1008"
"Christianity","473"
"Hindu","140503"
"Islam","37"
"Jainism","0"
"Kirat","3"
"Prakriti","46"
"Sikhism","0"
"Undefined","23"
"Total","142094"
