"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","1348"
"Christianity","62"
"Hindu","27762"
"Islam","1935"
"Jainism","3"
"Kirat","4"
"Prakriti","15"
"Sikhism","0"
"Undefined","51"
"Total","31180"
