"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","29"
"Cow Dung","5394"
"Electricity Fuel","34"
"KeroseneFuel","48"
"LP Gas","78"
"Not Sated about Fuel","20"
"OthersFuel","173"
"Wood/FireWood","477"
"Total","6253"
