"Population by Five Years Age Group","Number"
"0-4",""
"Female","2544"
"Male","2657"
"10-14",""
"Female","2883"
"Male","3084"
"15-19",""
"Female","1780"
"Male","2333"
"20-24",""
"Female","1688"
"Male","1725"
"25-29",""
"Female","1671"
"Male","1769"
"30-34",""
"Female","1579"
"Male","1490"
"35-39",""
"Female","1348"
"Male","1491"
"40-44",""
"Female","1125"
"Male","1235"
"45-49",""
"Female","816"
"Male","1018"
"50-54",""
"Female","660"
"Male","839"
"55-59",""
"Female","600"
"Male","685"
"5-9",""
"Female","3013"
"Male","3343"
"60-64",""
"Female","632"
"Male","646"
"65-69",""
"Female","494"
"Male","519"
"70-74",""
"Female","392"
"Male","440"
"75+",""
"Female","322"
"Male","373"
