"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","11"
"Cow Dung","4482"
"Electricity","7"
"Kerosene","167"
"LP Gas","45"
"Not stated","83"
"Others","11"
"Wood/Firewood","2887"
"Total","7693"
