"Population by Single Year of Age","Number"
"0",""
"Female","452"
"Male","464"
"1",""
"Female","350"
"Male","390"
"10",""
"Female","450"
"Male","485"
"11",""
"Female","351"
"Male","342"
"12",""
"Female","456"
"Male","502"
"13",""
"Female","366"
"Male","364"
"14",""
"Female","365"
"Male","373"
"15",""
"Female","359"
"Male","332"
"16",""
"Female","343"
"Male","348"
"17",""
"Female","233"
"Male","218"
"18",""
"Female","406"
"Male","406"
"19",""
"Female","210"
"Male","188"
"2",""
"Female","405"
"Male","435"
"20",""
"Female","348"
"Male","289"
"21",""
"Female","208"
"Male","194"
"22",""
"Female","261"
"Male","252"
"23",""
"Female","222"
"Male","195"
"24",""
"Female","233"
"Male","213"
"25",""
"Female","313"
"Male","240"
"26",""
"Female","232"
"Male","175"
"27",""
"Female","163"
"Male","146"
"28",""
"Female","299"
"Male","236"
"29",""
"Female","116"
"Male","121"
"3",""
"Female","487"
"Male","492"
"30",""
"Female","355"
"Male","272"
"31",""
"Female","84"
"Male","88"
"32",""
"Female","165"
"Male","177"
"33",""
"Female","116"
"Male","91"
"34",""
"Female","111"
"Male","100"
"35",""
"Female","318"
"Male","280"
"36",""
"Female","130"
"Male","128"
"37",""
"Female","87"
"Male","83"
"38",""
"Female","154"
"Male","149"
"39",""
"Female","80"
"Male","76"
"4",""
"Female","521"
"Male","569"
"40",""
"Female","342"
"Male","289"
"41",""
"Female","58"
"Male","55"
"42",""
"Female","103"
"Male","128"
"43",""
"Female","64"
"Male","68"
"44",""
"Female","65"
"Male","61"
"45",""
"Female","231"
"Male","207"
"46",""
"Female","60"
"Male","75"
"47",""
"Female","49"
"Male","57"
"48",""
"Female","114"
"Male","100"
"49",""
"Female","49"
"Male","44"
"5",""
"Female","510"
"Male","556"
"50",""
"Female","262"
"Male","199"
"51",""
"Female","31"
"Male","53"
"52",""
"Female","41"
"Male","85"
"53",""
"Female","34"
"Male","46"
"54",""
"Female","26"
"Male","43"
"55",""
"Female","151"
"Male","149"
"56",""
"Female","38"
"Male","57"
"57",""
"Female","42"
"Male","44"
"58",""
"Female","66"
"Male","88"
"59",""
"Female","45"
"Male","47"
"6",""
"Female","522"
"Male","496"
"60",""
"Female","182"
"Male","154"
"61",""
"Female","43"
"Male","41"
"62",""
"Female","67"
"Male","45"
"63",""
"Female","42"
"Male","47"
"64",""
"Female","32"
"Male","33"
"65",""
"Female","129"
"Male","108"
"66",""
"Female","21"
"Male","19"
"67",""
"Female","21"
"Male","27"
"68",""
"Female","30"
"Male","36"
"69",""
"Female","19"
"Male","30"
"7",""
"Female","466"
"Male","433"
"70",""
"Female","75"
"Male","73"
"71",""
"Female","15"
"Male","13"
"72",""
"Female","24"
"Male","28"
"73",""
"Female","7"
"Male","23"
"74",""
"Female","8"
"Male","12"
"75",""
"Female","41"
"Male","29"
"76",""
"Female","10"
"Male","6"
"77",""
"Female","3"
"Male","8"
"78",""
"Female","6"
"Male","17"
"79",""
"Female","5"
"Male","5"
"8",""
"Female","449"
"Male","494"
"80",""
"Female","19"
"Male","17"
"81",""
"Female","2"
"Male","6"
"82",""
"Female","7"
"Male","5"
"83",""
"Female","4"
"Male","4"
"84",""
"Female","1"
"Male","7"
"85",""
"Female","13"
"Male","13"
"9",""
"Female","358"
"Male","413"
