"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","614"
"Cow Dung","966"
"Electricity Fuel","3"
"KeroseneFuel","54"
"LP Gas","300"
"Not Sated about Fuel","24"
"OthersFuel","89"
"Wood/FireWood","5348"
"Total","7398"
