"Population by Single Year of Age","Number"
"0",""
"Female","1658"
"Male","1774"
"1",""
"Female","1409"
"Male","1522"
"10",""
"Female","2238"
"Male","2195"
"11",""
"Female","1595"
"Male","1648"
"12",""
"Female","2417"
"Male","2377"
"13",""
"Female","1715"
"Male","1745"
"14",""
"Female","1848"
"Male","1826"
"15",""
"Female","1732"
"Male","1556"
"16",""
"Female","1728"
"Male","1689"
"17",""
"Female","904"
"Male","904"
"18",""
"Female","1772"
"Male","1622"
"19",""
"Female","819"
"Male","847"
"2",""
"Female","1902"
"Male","2019"
"20",""
"Female","1442"
"Male","1061"
"21",""
"Female","803"
"Male","735"
"22",""
"Female","1153"
"Male","1012"
"23",""
"Female","848"
"Male","681"
"24",""
"Female","939"
"Male","736"
"25",""
"Female","1547"
"Male","1172"
"26",""
"Female","912"
"Male","788"
"27",""
"Female","710"
"Male","676"
"28",""
"Female","1207"
"Male","1142"
"29",""
"Female","436"
"Male","431"
"3",""
"Female","2165"
"Male","2089"
"30",""
"Female","1797"
"Male","1265"
"31",""
"Female","369"
"Male","431"
"32",""
"Female","889"
"Male","861"
"33",""
"Female","485"
"Male","379"
"34",""
"Female","548"
"Male","468"
"35",""
"Female","1583"
"Male","1483"
"36",""
"Female","568"
"Male","581"
"37",""
"Female","374"
"Male","305"
"38",""
"Female","916"
"Male","769"
"39",""
"Female","297"
"Male","284"
"4",""
"Female","2155"
"Male","2242"
"40",""
"Female","1498"
"Male","1242"
"41",""
"Female","360"
"Male","394"
"42",""
"Female","501"
"Male","565"
"43",""
"Female","329"
"Male","315"
"44",""
"Female","309"
"Male","296"
"45",""
"Female","1227"
"Male","1073"
"46",""
"Female","398"
"Male","395"
"47",""
"Female","223"
"Male","258"
"48",""
"Female","552"
"Male","578"
"49",""
"Female","207"
"Male","234"
"5",""
"Female","2243"
"Male","2344"
"50",""
"Female","1161"
"Male","962"
"51",""
"Female","211"
"Male","283"
"52",""
"Female","358"
"Male","458"
"53",""
"Female","185"
"Male","242"
"54",""
"Female","207"
"Male","217"
"55",""
"Female","759"
"Male","792"
"56",""
"Female","247"
"Male","345"
"57",""
"Female","147"
"Male","209"
"58",""
"Female","363"
"Male","374"
"59",""
"Female","199"
"Male","193"
"6",""
"Female","2153"
"Male","2132"
"60",""
"Female","1075"
"Male","876"
"61",""
"Female","243"
"Male","249"
"62",""
"Female","325"
"Male","287"
"63",""
"Female","181"
"Male","184"
"64",""
"Female","163"
"Male","151"
"65",""
"Female","844"
"Male","627"
"66",""
"Female","177"
"Male","178"
"67",""
"Female","123"
"Male","123"
"68",""
"Female","244"
"Male","280"
"69",""
"Female","68"
"Male","99"
"7",""
"Female","1981"
"Male","1882"
"70",""
"Female","672"
"Male","467"
"71",""
"Female","115"
"Male","108"
"72",""
"Female","187"
"Male","155"
"73",""
"Female","56"
"Male","84"
"74",""
"Female","64"
"Male","77"
"75",""
"Female","353"
"Male","209"
"76",""
"Female","77"
"Male","62"
"77",""
"Female","44"
"Male","51"
"78",""
"Female","72"
"Male","73"
"79",""
"Female","24"
"Male","22"
"8",""
"Female","2177"
"Male","2184"
"80",""
"Female","143"
"Male","144"
"81",""
"Female","24"
"Male","33"
"82",""
"Female","26"
"Male","30"
"83",""
"Female","18"
"Male","15"
"84",""
"Female","18"
"Male","21"
"85",""
"Female","106"
"Male","142"
"9",""
"Female","1789"
"Male","1777"
