"Number of households by type of outer wall","Number"
"BambooWall","12"
"Cement Bonded Bricks/Stone Wall","282"
"Mud Bonded Bricks/Stone Wall","23813"
"Not stated","233"
"Others","186"
"Unbaked Bricks","102"
"Wood/Planks","260"
"Total","24888"
