"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","42"
"Cow Dung","2"
"Electricity","3"
"Kerosene","13"
"LP Gas","6"
"Not stated","199"
"Others","1"
"Wood/Firewood","24622"
"Total","24888"
