"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","0"
"Electricity","8"
"Kerosene","199"
"LP Gas","647"
"Not stated","29"
"Others","4"
"Wood/Firewood","5337"
"Total","6225"
