"Population by Single Year of Age","Number"
"0",""
"Female","8007"
"Male","8475"
"1",""
"Female","7132"
"Male","7718"
"10",""
"Female","12234"
"Male","13242"
"11",""
"Female","9228"
"Male","9649"
"12",""
"Female","12235"
"Male","13321"
"13",""
"Female","11072"
"Male","10984"
"14",""
"Female","12033"
"Male","11926"
"15",""
"Female","11201"
"Male","11431"
"16",""
"Female","11542"
"Male","11441"
"17",""
"Female","10280"
"Male","10377"
"18",""
"Female","12210"
"Male","12348"
"19",""
"Female","8074"
"Male","7251"
"2",""
"Female","8382"
"Male","8564"
"20",""
"Female","11852"
"Male","9557"
"21",""
"Female","7735"
"Male","6493"
"22",""
"Female","11556"
"Male","8879"
"23",""
"Female","8467"
"Male","6177"
"24",""
"Female","8842"
"Male","6577"
"25",""
"Female","13358"
"Male","9721"
"26",""
"Female","8687"
"Male","6317"
"27",""
"Female","7918"
"Male","5908"
"28",""
"Female","10176"
"Male","7799"
"29",""
"Female","5016"
"Male","4040"
"3",""
"Female","8902"
"Male","9130"
"30",""
"Female","14650"
"Male","10959"
"31",""
"Female","4401"
"Male","3828"
"32",""
"Female","8783"
"Male","7015"
"33",""
"Female","5298"
"Male","4057"
"34",""
"Female","5233"
"Male","4407"
"35",""
"Female","13741"
"Male","12267"
"36",""
"Female","5715"
"Male","4801"
"37",""
"Female","4315"
"Male","3761"
"38",""
"Female","6736"
"Male","5628"
"39",""
"Female","3460"
"Male","3020"
"4",""
"Female","9304"
"Male","9527"
"40",""
"Female","12711"
"Male","11695"
"41",""
"Female","3375"
"Male","3120"
"42",""
"Female","5666"
"Male","5471"
"43",""
"Female","3973"
"Male","3314"
"44",""
"Female","3368"
"Male","2955"
"45",""
"Female","10192"
"Male","10084"
"46",""
"Female","3728"
"Male","3493"
"47",""
"Female","3122"
"Male","2952"
"48",""
"Female","4664"
"Male","4535"
"49",""
"Female","2638"
"Male","2559"
"5",""
"Female","10207"
"Male","10855"
"50",""
"Female","8930"
"Male","8765"
"51",""
"Female","2547"
"Male","2725"
"52",""
"Female","3914"
"Male","4204"
"53",""
"Female","2679"
"Male","2443"
"54",""
"Female","2446"
"Male","2408"
"55",""
"Female","6715"
"Male","7133"
"56",""
"Female","2711"
"Male","2836"
"57",""
"Female","2203"
"Male","2374"
"58",""
"Female","3039"
"Male","3076"
"59",""
"Female","1918"
"Male","1874"
"6",""
"Female","9708"
"Male","9956"
"60",""
"Female","7058"
"Male","7041"
"61",""
"Female","1913"
"Male","1984"
"62",""
"Female","2283"
"Male","2308"
"63",""
"Female","1692"
"Male","1686"
"64",""
"Female","1480"
"Male","1506"
"65",""
"Female","4710"
"Male","4379"
"66",""
"Female","1232"
"Male","1342"
"67",""
"Female","1440"
"Male","1613"
"68",""
"Female","1807"
"Male","2103"
"69",""
"Female","887"
"Male","1124"
"7",""
"Female","10486"
"Male","10445"
"70",""
"Female","3524"
"Male","3420"
"71",""
"Female","782"
"Male","830"
"72",""
"Female","1086"
"Male","1262"
"73",""
"Female","752"
"Male","818"
"74",""
"Female","550"
"Male","681"
"75",""
"Female","1819"
"Male","1668"
"76",""
"Female","524"
"Male","564"
"77",""
"Female","651"
"Male","638"
"78",""
"Female","867"
"Male","809"
"79",""
"Female","284"
"Male","355"
"8",""
"Female","11325"
"Male","11951"
"80",""
"Female","1104"
"Male","953"
"81",""
"Female","294"
"Male","301"
"82",""
"Female","348"
"Male","356"
"83",""
"Female","247"
"Male","303"
"84",""
"Female","377"
"Male","302"
"85",""
"Female","2047"
"Male","1532"
"9",""
"Female","8860"
"Male","9016"
