"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","45"
"Cow Dung","907"
"Electricity Fuel","0"
"KeroseneFuel","31"
"LP Gas","207"
"Not Sated about Fuel","52"
"OthersFuel","12"
"Wood/FireWood","3285"
"Total","4539"
