"Population by Mother tongue","Number"
"Bantawa",""
"Female","10"
"Male","6"
"","16"
"Ghale",""
"Female","157"
"Male","177"
"","334"
"Hindi",""
"Female","18"
"Male","19"
"","37"
"Magahi",""
"Female","48"
"Male","60"
"","108"
"Magar",""
"Female","40"
"Male","35"
"","75"
"Maithili",""
"Female","4664"
"Male","4561"
"","9225"
"Nepali",""
"Female","2968"
"Male","2393"
"","5361"
"Newar",""
"Female","19"
"Male","20"
"","39"
"Not Reported",""
"Female","53"
"Male","45"
"","98"
"Others",""
"Female","74"
"Male","73"
"","147"
"Rai",""
"Female","90"
"Male","56"
"","146"
"Tamang",""
"Female","62"
"Male","64"
"","126"
"Tharu",""
"Female","2815"
"Male","2412"
"","5227"
"Thulung",""
"Female","12"
"Male","8"
"","20"
"Urdu",""
"Female","83"
"Male","89"
"","172"
