"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","1581"
"Christianity","74"
"Hindu","18921"
"Islam","427"
"Jainism","0"
"Kirat","127"
"Prakriti","4"
"Sikhism","0"
"Undefined","102"
"Total","21237"
