"Population by Five Years Age Group","Number"
"0-4",""
"Female","37094"
"Male","38238"
"10-14",""
"Female","50960"
"Male","53596"
"15-19",""
"Female","33900"
"Male","40265"
"20-24",""
"Female","31653"
"Male","30132"
"25-29",""
"Female","31631"
"Male","25937"
"30-34",""
"Female","27837"
"Male","21603"
"35-39",""
"Female","26695"
"Male","22292"
"40-44",""
"Female","20578"
"Male","19932"
"45-49",""
"Female","17177"
"Male","17537"
"50-54",""
"Female","12948"
"Male","15196"
"55-59",""
"Female","11120"
"Male","12543"
"5-9",""
"Female","48193"
"Male","51254"
"60-64",""
"Female","10755"
"Male","11944"
"65-69",""
"Female","7036"
"Male","8105"
"70-74",""
"Female","4569"
"Male","5674"
"75+",""
"Female","4093"
"Male","4290"
