"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","356"
"Cow Dung","60380"
"Electricity","36"
"Kerosene","1524"
"LP Gas","13988"
"Not stated","2347"
"Others","852"
"Wood/Firewood","58742"
"Total","138225"
