"Population by Five Years Age Group","Number"
"0-4",""
"Female","1196"
"Male","1258"
"10-14",""
"Female","1736"
"Male","1750"
"15-19",""
"Female","1785"
"Male","1286"
"20-24",""
"Female","1260"
"Male","656"
"25-29",""
"Female","1076"
"Male","513"
"30-34",""
"Female","883"
"Male","449"
"35-39",""
"Female","922"
"Male","405"
"40-44",""
"Female","823"
"Male","467"
"45-49",""
"Female","792"
"Male","511"
"50-54",""
"Female","644"
"Male","482"
"55-59",""
"Female","579"
"Male","495"
"5-9",""
"Female","1565"
"Male","1456"
"60-64",""
"Female","605"
"Male","438"
"65-69",""
"Female","429"
"Male","345"
"70-74",""
"Female","282"
"Male","278"
"75+",""
"Female","401"
"Male","334"
