"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","411"
"Cow Dung","5"
"Electricity","7"
"Kerosene","21"
"LP Gas","258"
"Not stated","16"
"Others","0"
"Wood/Firewood","5216"
"Total","5934"
