"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","1458"
"Electricity Fuel","0"
"KeroseneFuel","81"
"LP Gas","1"
"Not Sated about Fuel","114"
"OthersFuel","10"
"Wood/FireWood","4709"
"Total","6374"
