"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","25"
"Male","29"
"","54"
"Baraee",""
"Female","224"
"Male","211"
"","435"
"Bin",""
"Female","370"
"Male","395"
"","765"
"Brahman - Hill",""
"Female","72"
"Male","71"
"","143"
"Brahman - Tarai",""
"Female","137"
"Male","134"
"","271"
"Chamar/ Harijan/ Ram",""
"Female","1137"
"Male","1226"
"","2363"
"Chhetri",""
"Female","59"
"Male","57"
"","116"
"Dhanuk",""
"Female","43"
"Male","43"
"","86"
"Dhobi",""
"Female","396"
"Male","439"
"","835"
"Dom",""
"Female","33"
"Male","41"
"","74"
"Dusadh/ Pasawan/ Pasi",""
"Female","1007"
"Male","921"
"","1928"
"Gaderi/Bhedihar",""
"Female","405"
"Male","454"
"","859"
"Gharti/Bhujel",""
"Female","4"
"Male","7"
"","11"
"Hajam/Thakur",""
"Female","332"
"Male","342"
"","674"
"Kalwar",""
"Female","370"
"Male","388"
"","758"
"Kami",""
"Female","6"
"Male","14"
"","20"
"Kanu",""
"Female","455"
"Male","502"
"","957"
"Kathabaniyan",""
"Female","325"
"Male","353"
"","678"
"Kayastha",""
"Female","35"
"Male","29"
"","64"
"Koiri/Kushwaha",""
"Female","317"
"Male","366"
"","683"
"Kumhar",""
"Female","368"
"Male","386"
"","754"
"Kurmi",""
"Female","3399"
"Male","3526"
"","6925"
"Lohar",""
"Female","531"
"Male","605"
"","1136"
"Magar",""
"Female","6"
"Male","5"
"","11"
"Majhi",""
"Female","36"
"Male","43"
"","79"
"Mali",""
"Female","61"
"Male","72"
"","133"
"Mallaha",""
"Female","690"
"Male","766"
"","1456"
"Musahar",""
"Female","49"
"Male","49"
"","98"
"Musalman",""
"Female","4433"
"Male","4419"
"","8852"
"Nuniya",""
"Female","88"
"Male","93"
"","181"
"Others",""
"Female","55"
"Male","44"
"","99"
"Rajput",""
"Female","19"
"Male","32"
"","51"
"Sanyasi/Dasnami",""
"Female","21"
"Male","35"
"","56"
"Sonar",""
"Female","149"
"Male","160"
"","309"
"Sudhi",""
"Female","160"
"Male","174"
"","334"
"Tamang",""
"Female","71"
"Male","80"
"","151"
"Tatma/Tatwa",""
"Female","377"
"Male","418"
"","795"
"Teli",""
"Female","1216"
"Male","1298"
"","2514"
"Terai Others",""
"Female","70"
"Male","81"
"","151"
"Tharu",""
"Female","730"
"Male","742"
"","1472"
"Yadav",""
"Female","2640"
"Male","2753"
"","5393"
"Yakkha",""
"Female","3"
"Male","8"
"","11"
