"Population by Mother tongue","Number"
"Bajjika",""
"Female","14602"
"Male","15467"
"","30069"
"Bhojpuri",""
"Female","915"
"Male","920"
"","1835"
"Maithili",""
"Female","197"
"Male","205"
"","402"
"Nepali",""
"Female","362"
"Male","400"
"","762"
"Not Reported",""
"Female","23"
"Male","30"
"","53"
"Others",""
"Female","33"
"Male","22"
"","55"
"Tamang",""
"Female","9"
"Male","6"
"","15"
"Tharu",""
"Female","396"
"Male","381"
"","777"
"Urdu",""
"Female","4384"
"Male","4372"
"","8756"
"Yakkha",""
"Female","3"
"Male","8"
"","11"
